,img_filename,bbox,data_type,data_source,platform,scale,description,output,answer_id,model_id,correct,bbox_xyxy
716,mobile_b7323848-f2e7-492c-95aa-e33e731ff196.png,"[757, 119, 126, 94]",icon,android,mobile,0.622222222222222,scan qr code,"[540, 2286]",Xs6tonotvr2jyqHRpvvfXM,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[757, 119, 883, 213]"
725,mobile_a1c4c142-4b8e-4db8-a74f-f84f047cbf46.png,"[46, 675, 466, 256]",text,android,mobile,0.622222222222222,persuit 9.9 as telephone fee,"[223, 388]",oM9U75JP2Hk3uCE5xQB4oL,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[46, 675, 512, 931]"
726,mobile_a1c4c142-4b8e-4db8-a74f-f84f047cbf46.png,"[515, 935, 476, 292]",text,android,mobile,0.622222222222222,pay 99 rmb for telephone bill,"[228, 395]",fe4mj2BZJs3kC8Bjdw8nJx,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[515, 935, 991, 1227]"
730,mobile_8d60dcfe-4771-4a34-9053-9195df7264c9.png,"[49, 1353, 1011, 180]",text,android,mobile,0.622222222222222,display phone billings,"[136, 1849]",eNdsXueLxj9SJXiJTb2HfQ,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[49, 1353, 1060, 1533]"
735,mobile_71a65a77-a4ba-4853-9530-5e781cbbaa67.png,"[266, 1707, 552, 105]",text,android,mobile,0.622222222222222,show policy agreement,"[540, 2193]",Nu37CiaWBdEgkDPbV82aj5,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[266, 1707, 818, 1812]"
738,mobile_48d10f78-a92e-43fb-ace1-c1a4f5bccb90.png,"[92, 1245, 451, 462]",text,android,mobile,0.622222222222222,approximent location,"[779, 1417]",WzS3bxSpH2sMH2znLGoU85,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[92, 1245, 543, 1707]"
740,mobile_41049254-5e60-485c-b974-174ad6e98bd0.png,"[728, 318, 141, 87]",icon,android,mobile,0.622222222222222,edit the overlay of this page,"[83, 710]",AUgdxQnpksVo6J2oaYu3x9,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[728, 318, 869, 405]"
745,mobile_b4e274d0-a7b6-4cad-97ee-5581ef41c6a0.png,"[13, 1180, 1047, 253]",text,android,mobile,0.622222222222222,use shool group template,"[540, 1489]",WJrMPo4Yorzg8JNsq5GrBP,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[13, 1180, 1060, 1433]"
752,mobile_f0b711c8-ab3c-4af5-b43b-452a718637ae.png,"[56, 819, 476, 166]",text,android,mobile,0.622222222222222,add status,"[729, 898]",G6u6fgvJyomLf7KSPeUwUR,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[56, 819, 532, 985]"
754,mobile_f0b711c8-ab3c-4af5-b43b-452a718637ae.png,"[71, 1364, 935, 162]",text,android,mobile,0.622222222222222,add a avater,"[540, 1288]",JinHvBN3Exb9XsobNDGiMs,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[71, 1364, 1006, 1526]"
756,mobile_b84d7f20-7c25-4613-829f-6c620e223593.png,"[125, 126, 321, 112]",text,android,mobile,0.622222222222222,show news,"[540, 171]",ZURbpv9gQSHkMjorHQf4hE,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[125, 126, 446, 238]"
758,mobile_1931c317-b01b-46c9-8c28-a5b81ad5495b.png,"[53, 1292, 437, 137]",text,android,mobile,0.622222222222222,copy text,"[540, 695]",B4i8v6aGTAh698dXjUEDba,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[53, 1292, 490, 1429]"
762,mobile_df977636-55ed-4c99-8ff1-569ef8e6c78a.png,"[937, 97, 126, 126]",icon,android,mobile,0.622222222222222,display more functional icon,"[945, 940]",QF6yPjqpei9VfyT6oBz7fy,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[937, 97, 1063, 223]"
765,mobile_c988d05c-1c6d-4b0d-aacb-eafb866320fb.png,"[865, 1985, 188, 191]",text,android,mobile,0.622222222222222,post a new twit,"[540, 1923]",ZYGbLnf4an998VoU3rZnva,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[865, 1985, 1053, 2176]"
766,mobile_c988d05c-1c6d-4b0d-aacb-eafb866320fb.png,"[908, 2220, 134, 130]",icon,android,mobile,0.622222222222222,show all message ,"[1022, 486]",iHoVUV6RgjYY7nPgxYem4j,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[908, 2220, 1042, 2350]"
768,mobile_8f5ecfa3-33b9-4306-bc67-87aacadfc45b.png,"[883, 473, 170, 144]",icon,android,mobile,0.622222222222222,auto play video and gif in wifi or use traffic,"[540, 541]",J3VkrMffaApJKsDqF2GoxR,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[883, 473, 1053, 617]"
770,mobile_a84e2cd2-1d45-42c1-8e2e-5c06fa3419af.png,"[38, 1833, 245, 184]",icon,android,mobile,0.622222222222222,share to weibo,"[135, 2119]",8Ev9Pg9FAuQJP5p8wf5rMf,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[38, 1833, 283, 2017]"
773,mobile_99daacb4-408c-4cdf-8f14-2c01675fda1f.png,"[868, 1346, 101, 119]",icon,android,mobile,0.622222222222222,set to biggest font size,"[993, 1774]",HW7iKpoU8FiiFJsJjS7bAa,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[868, 1346, 969, 1465]"
776,mobile_597cf265-2586-43ab-8048-99e06141f39f.png,"[919, 473, 123, 134]",icon,android,mobile,0.622222222222222,flod this content,"[956, 1840]",RDr5RN233MuBKgBkjex4LK,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[919, 473, 1042, 607]"
777,mobile_597cf265-2586-43ab-8048-99e06141f39f.png,"[623, 296, 260, 90]",icon,android,mobile,0.622222222222222,share,"[956, 342]",LU6rNNpvw5snMg2Axdim2i,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[623, 296, 883, 386]"
778,mobile_597cf265-2586-43ab-8048-99e06141f39f.png,"[6, 119, 144, 115]",icon,android,mobile,0.622222222222222,more options,"[943, 527]",biHvSYVGGvhNg8RbyXjYvr,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[6, 119, 150, 234]"
785,mobile_bce7a892-9cb2-432a-b678-2429d4f51d3d.png,"[919, 134, 115, 148]",icon,android,mobile,0.622222222222222,show all downloading apps,"[540, 194]",AZwmXosLEfj7o3XWArYrGw,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[919, 134, 1034, 282]"
786,mobile_bce7a892-9cb2-432a-b678-2429d4f51d3d.png,"[594, 278, 260, 76]",text,android,mobile,0.622222222222222,show softwares,"[540, 196]",jkyJPfFZdi5yVUhMccp9uQ,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[594, 278, 854, 354]"
787,mobile_daf338f0-ebfc-488e-9a55-f8cc03394148.png,"[836, 1433, 195, 108]",text,android,mobile,0.622222222222222,view details,"[540, 932]",kn7VzvSqge28KvBQdSVLgg,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[836, 1433, 1031, 1541]"
788,mobile_daf338f0-ebfc-488e-9a55-f8cc03394148.png,"[847, 715, 198, 155]",text,android,mobile,0.622222222222222,update application,"[943, 470]",k9Ps5PvD5FKX5eESoXu6sJ,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[847, 715, 1045, 870]"
794,mobile_6ad7dd8f-82d3-4e73-b437-667dc1b24574.png,"[28, 253, 668, 159]",text,android,mobile,0.622222222222222,switch to a new scence,"[1012, 168]",a5U9edoKAF5yUPoo5xYB28,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[28, 253, 696, 412]"
795,mobile_6ad7dd8f-82d3-4e73-b437-667dc1b24574.png,"[392, 1245, 108, 134]",icon,android,mobile,0.622222222222222,open landlanp,"[1006, 168]",YG2bA2kTYkRRJrbd9sH4As,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[392, 1245, 500, 1379]"
796,mobile_5a0b24f9-66fe-4593-bcf5-4752d5332bcf.png,"[45, 509, 1078, 134]",icon,ios,mobile,0.5743589743589741,switching between 4g and 5g,"[999, 442]",8UMVREKX6TJDepE7VMDawU,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[45, 509, 1123, 643]"
805,mobile_59fde6e1-8df2-4009-ad8d-aa44bffd2bf2.png,"[940, 155, 210, 113]",text,ios,mobile,0.5743589743589741,canel password input,"[585, 957]",jahXWAPpiAy8uDK2Jr9Qtf,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[940, 155, 1150, 268]"
807,mobile_46f8e4b9-c563-43f2-a651-4b1e80ee9907.png,"[915, 1565, 166, 111]",icon,ios,mobile,0.5743589743589741,open app automatic download,"[585, 2007]",LUFVYXtv8asdFFwQNNqgZT,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[915, 1565, 1081, 1676]"
810,mobile_c47a7b32-1c13-414c-af34-f8ec2c7a0731.png,"[917, 483, 162, 116]",icon,ios,mobile,0.5743589743589741,open automatic download with cellular,"[585, 802]",LGW5EQpNfLthGkxQkkTgNB,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[917, 483, 1079, 599]"
821,mobile_6e041214-1095-476a-8779-04db83de5781.png,"[51, 1330, 504, 158]",text,ios,mobile,0.5743589743589741,play this album,"[585, 658]",VwGgufDzmArKC46rAbDZtP,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[51, 1330, 555, 1488]"
825,mobile_ec01cb13-de9a-4a4b-9a79-5f810b034474.png,"[509, 2276, 151, 141]",icon,ios,mobile,0.5743589743589741,use airplay,"[877, 1936]",PfhwuAffLFA2oppeUC9nif,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[509, 2276, 660, 2417]"
826,mobile_ec01cb13-de9a-4a4b-9a79-5f810b034474.png,"[810, 2278, 151, 141]",icon,ios,mobile,0.5743589743589741,check the play list,"[992, 1511]",JBxobERVDcyrdRievkawGq,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[810, 2278, 961, 2419]"
833,mobile_c9fe8f06-aa80-4f6a-abe2-5886567fdea3.png,"[198, 2276, 151, 141]",icon,ios,mobile,0.5743589743589741,switch to song lyric,"[275, 1937]",ckGQ4wi4XsNjpSEhBpo9ZG,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[198, 2276, 349, 2417]"
835,mobile_c9fe8f06-aa80-4f6a-abe2-5886567fdea3.png,"[970, 521, 118, 122]",icon,ios,mobile,0.5743589743589741,sequential music playback,"[585, 1936]",fUywVutTjnHAWB9NgeZjRc,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[970, 521, 1088, 643]"
837,web_213f816e-8e80-4d13-970d-1347bbc7a2a8.png,"[2401, 14, 111, 68]",icon,gitlab,web,0.525,view my account,"[2339, 47]",VvkoJUvQ83Rx73nvhuUjcy,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2401, 14, 2512, 82]"
839,web_e40f1b3f-0f26-4313-a6a2-d79e1047951b.png,"[1753, 8, 112, 77]",icon,gitlab,web,0.525,add a new one,"[2200, 47]",8CWjLzqxyhF3Hu5hVC4fze,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1753, 8, 1865, 85]"
840,web_fd8d71f6-4229-4458-a77e-7d8a6347c8e9.png,"[2044, 96, 481, 187]",icon,gitlab,web,0.525,go to personal homepage,"[60, 47]",GKePp8EFnHKi2eEBKoDNG5,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2044, 96, 2525, 283]"
847,web_7a5f6ad5-ec34-4693-ac45-136547757893.png,"[1883, 451, 119, 71]",icon,gitlab,web,0.525,set reminder,"[659, 1091]",NJFKPhSumBaB3fcSg7CVx4,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1883, 451, 2002, 522]"
848,web_7a5f6ad5-ec34-4693-ac45-136547757893.png,"[2330, 959, 167, 70]",text,gitlab,web,0.525,clone this project,"[2390, 832]",AEDDz2sJBTzK56x8YjV3Nz,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2330, 959, 2497, 1029]"
852,web_6c677961-e540-4cc5-b725-5e301019a9f9.png,"[537, 606, 509, 77]",icon,gitlab,web,0.525,choose type of issue,"[805, 1424]",QDtx3Wanw3esqnjgEoDdDh,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[537, 606, 1046, 683]"
854,web_6c677961-e540-4cc5-b725-5e301019a9f9.png,"[2429, 778, 74, 66]",icon,gitlab,web,0.525,full screen display,"[2428, 805]",f7Zf88PUnaCarZtr7to8vU,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2429, 778, 2503, 844]"
857,web_9443f61f-7d14-4e60-8297-29df73b7cbdd.png,"[2430, 317, 67, 68]",icon,gitlab,web,0.525,sort by created date,"[2320, 354]",UHVB6uAhUR6RzBsW9mGu2Z,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2430, 317, 2497, 385]"
861,web_6b685114-53fc-40a1-ac42-3b8fbdd27fdd.png,"[782, 372, 64, 51]",icon,gitlab,web,0.525,delete the byte blaze assignee,"[2120, 400]",YccLtwvQWU4j7Xsbv48buT,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[782, 372, 846, 423]"
866,web_b97bb6a3-999c-463a-b957-5584c14c8395.png,"[1875, 204, 79, 78]",icon,gitlab,web,0.525,more information,"[2331, 47]",emLMkah8qBLg9Ut3Qogcps,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1875, 204, 1954, 282]"
869,web_e640514e-5946-4808-922f-f50c51b0da78.png,"[2371, 124, 66, 66]",icon,gitlab,web,0.525,edit my profile,"[2320, 43]",5FVSKdqJL2jL9HQDGCjczn,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2371, 124, 2437, 190]"
870,web_e640514e-5946-4808-922f-f50c51b0da78.png,"[1072, 760, 220, 72]",text,gitlab,web,0.525,check followers,"[1939, 1013]",A5s5eFHHiMd4mwDD83aHtV,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1072, 760, 1292, 832]"
872,web_8d623438-5ac7-44f8-ab67-e07309a92f4a.png,"[2407, 119, 139, 78]",text,gitlab,web,0.525,view all personal projects,"[1493, 160]",SDWcnCyw92gq3Z9qmy4RwM,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2407, 119, 2546, 197]"
890,web_37acd27f-731c-4292-8caf-159b9be41189.png,"[1938, 805, 332, 97]",text,gitlab,web,0.525,have installed,"[2194, 417]",K3ryqQ4KpBemJNyCD7QBnz,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1938, 805, 2270, 902]"
893,web_fa9667b8-9bc1-4c58-b4ca-bd2d96780473.png,"[109, 938, 298, 88]",text,gitlab,web,0.525,get free trial,"[2220, 140]",PHfGtWgo3KmgTSsztaH3n9,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[109, 938, 407, 1026]"
894,web_94a52247-8dd4-4f19-82ea-19185a9b2649.png,"[696, 1030, 280, 72]",text,gitlab,web,0.525,check api security,"[1514, 1241]",YZKn5J9Fy2TGbPG2z5haXo,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[696, 1030, 976, 1102]"
902,web_463c0536-492e-475c-930d-d95ee476ec3c.png,"[853, 573, 67, 63]",icon,gitlab,web,0.525,has question about visibility level,"[687, 643]",7ehvptXHsgTZVA3NBSXShf,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[853, 573, 920, 636]"
903,web_463c0536-492e-475c-930d-d95ee476ec3c.png,"[662, 1106, 48, 51]",icon,gitlab,web,0.525,enable static application security testing,"[657, 1131]",XA5XBvTetdeBo3NSd67BDb,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[662, 1106, 710, 1157]"
904,web_6d17bf02-a44b-4af7-9791-a4a59881ea3c.png,"[2430, 362, 62, 66]",icon,gitlab,web,0.525,sort by updated date,"[2300, 400]",PQ87tA3gQFkTZLNwrc8jHG,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2430, 362, 2492, 428]"
908,web_3fed2169-3c3d-43e7-baaa-3bf0e0c7134c.png,"[1880, 205, 66, 67]",icon,gitlab,web,0.525,more information,"[232, 217]",S6yKuT93qBsDTPvpvEMaBr,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1880, 205, 1946, 272]"
910,web_6466b8cc-deea-451a-8019-d0684052d771.png,"[1731, 1045, 71, 53]",icon,gitlab,web,0.525,comment to administrator,"[1192, 1241]",RGP5z6K56J8SFPp7yXSXcs,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1731, 1045, 1802, 1098]"
915,web_4befbc37-411b-4621-8a3c-c1d95676efa1.png,"[1031, 661, 109, 66]",icon,gitlab,web,0.525,add a new file,"[1944, 695]",Qkvvzh9c3Gi7EtoqABaDBi,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1031, 661, 1140, 727]"
919,web_3eca74aa-1d45-45a3-ae2b-694ae83b0068.png,"[2427, 529, 64, 63]",icon,gitlab,web,0.525,download the file,"[2409, 563]",CxvFNrPLf5xTPWraxWbtJu,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2427, 529, 2491, 592]"
921,web_48737870-2f75-4199-a2d0-176d04543b2b.png,"[2427, 342, 70, 77]",icon,gitlab,web,0.525,more information of n-lab project,"[249, 380]",3JBKZcrxDncQLE3Am3FfrP,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2427, 342, 2497, 419]"
930,web_921e2d81-b8a5-425a-81e6-476cd16f9bdb.png,"[172, 186, 535, 86]",text,shop,web,0.525,view detail of products,"[2320, 358]",WuPYsuBNQ4fNqfRbySNwEu,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[172, 186, 707, 272]"
933,web_d2dd06b0-8826-4dd6-a3b7-0d88c123a04b.png,"[1679, 607, 178, 71]",icon,shop,web,0.525,adjusting the number of displays per page,"[2268, 645]",RM9pfoEnVZNzCyQPcexFsq,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1679, 607, 1857, 678]"
943,web_10e24c0f-e9af-4542-b074-5a14a7645717.png,"[1109, 4, 122, 88]",icon,shop,web,0.525,close the sales,"[89, 335]",TkGSQcKAuKQuhUnUC6VJxD,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1109, 4, 1231, 92]"
946,web_dd867d69-511e-4ab2-834e-2e111c7b3198.png,"[417, 862, 353, 57]",icon,shop,web,0.525,enter search query,"[1619, 853]",Ek2z3GbQ2s5Cmd6AffwBwg,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[417, 862, 770, 919]"
947,web_d3f48983-3396-4249-990c-d1214fbed944.png,"[33, 1186, 231, 72]",text,shop,web,0.525,add the first product into cart,"[1638, 1356]",8fCSzCHj4MLzRhbLn3T5dB,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[33, 1186, 264, 1258]"
964,web_f80a102f-7b1a-40f4-ad52-193e52d0cda0.png,"[1571, 1141, 457, 82]",text,shop,web,0.525,comment to elmwood inn fine tea,"[1798, 571]",RkETBwvCVLkYkuLE4VuisT,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1571, 1141, 2028, 1223]"
970,web_2595ae32-9df7-4198-a48e-6c291a1fb01c.png,"[60, 341, 130, 160]",icon,shop,web,0.525,previous images,"[320, 1238]",Rfwr5unHnBuFEuEupR7tRB,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[60, 341, 190, 501]"
976,web_844d70be-3743-409c-abf0-a148975fdbc8.png,"[2434, 775, 70, 66]",icon,shop,web,0.525,sort from largest to smallest,"[2312, 803]",95zowSWVHGv95iSw5LnoSC,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2434, 775, 2504, 841]"
979,web_a6e78bca-0f72-405b-8bda-7c0edc617b4e.png,"[2364, 444, 146, 101]",text,shop,web,0.525,details about dead sea collection salt,"[1260, 491]",o7qqeVstPFEJK3598TGkZw,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2364, 444, 2510, 545]"
984,web_b2d92416-5c93-4a09-8304-44b8d166a7c7.png,"[342, 823, 382, 67]",text,shop,web,0.525,sign up for newsletter,"[860, 748]",YhZTz8QjofvjEMiRjTXPnb,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[342, 823, 724, 890]"
987,web_3acb3026-cbd7-4e41-8fb7-2b8a2e7e4fcb.png,"[2472, 223, 68, 68]",icon,shop,web,0.525,close shopping cart,"[2158, 447]",9DKNW6mB23ukeVzHqqFx6h,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2472, 223, 2540, 291]"
1002,web_587b0743-0e7a-4291-811b-4d6fb5510fb3.png,"[94, 1310, 135, 86]",text,forum,web,0.525,post the comment,"[249, 548]",VmmHUDZZASm5Z5zvAf69rz,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[94, 1310, 229, 1396]"
1004,web_89d60b8b-3f6d-4160-93d4-1791d4899455.png,"[122, 351, 56, 45]",icon,forum,web,0.525,unsupport the book,"[2179, 329]",NwyzW68XfVxrQnvWwJjUKv,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[122, 351, 178, 396]"
1005,web_89d60b8b-3f6d-4160-93d4-1791d4899455.png,"[304, 15, 181, 82]",text,forum,web,0.525,check the forums,"[2179, 1043]",hTk8kDPbnD9TXPW4WTPQKB,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[304, 15, 485, 97]"
1007,web_d146e5c3-e1ea-446c-ab84-a348fe07a1b8.png,"[320, 294, 198, 78]",text,forum,web,0.525,check the comments,"[283, 1087]",6SoM3nv4kKgyoGSLD98Bga,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[320, 294, 518, 372]"
1011,web_aa8f1636-1c5c-4a79-b8d9-f92956ba78e9.png,"[122, 591, 57, 49]",icon,forum,web,0.525,support the second book,"[720, 628]",hZhrcCsQMYvAL9zGuEyJvi,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[122, 591, 179, 640]"
1013,web_4af68da5-d7bb-4910-b434-1301097cda1f.png,"[2075, 652, 239, 86]",text,forum,web,0.525,subscribe the second book,"[2200, 480]",KpZsfgqSHJRWv3Y9bRYzuA,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2075, 652, 2314, 738]"
1017,web_ab471260-bba4-4f1a-a34b-2391c3c88674.png,"[382, 592, 93, 53]",text,forum,web,0.525,replay the no.82 comment,"[401, 325]",aiki8jNwhqn8QVzHnhbuQg,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[382, 592, 475, 645]"
1018,web_ab471260-bba4-4f1a-a34b-2391c3c88674.png,"[1705, 1004, 96, 44]",text,forum,web,0.525,hide the no.140 comment,"[327, 1070]",T9FaJ2XkKh55HGYRbC4YS2,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1705, 1004, 1801, 1048]"
1019,web_0481a1db-93fd-4d1e-9146-15526e37eacd.png,"[46, 661, 119, 59]",text,forum,web,0.525,check the profile of user knittedjedi,"[329, 788]",k6EbSp6Y4Ve6BsStkGR6Dc,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[46, 661, 165, 720]"
1020,web_0481a1db-93fd-4d1e-9146-15526e37eacd.png,"[129, 1078, 59, 51]",icon,forum,web,0.525,support the no. 72 comment,"[529, 1150]",QeBrCvj27GXxtTp7XURJHW,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[129, 1078, 188, 1129]"
1028,web_f680f8e6-e068-4ca9-9be6-2f78c2899e0a.png,"[204, 306, 129, 57]",text,forum,web,0.525,upload a image for the submission,"[710, 1047]",92xzYBtiFNQThTFf8ZhrC7,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[204, 306, 333, 363]"
1034,web_6c4e07ff-3589-4a78-99cf-fcf703a33a74.png,"[438, 829, 44, 44]",icon,forum,web,0.525,open external links in the new tab,"[680, 847]",LHV4wQhgq2M3SbnrDDfjPV,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[438, 829, 482, 873]"
1043,web_516f6429-4157-45f8-93a4-db1d525cedb9.png,"[748, 851, 46, 45]",icon,forum,web,0.525,close the message box,"[2491, 1253]",BGgsezsSKwtFitp6aFzn95,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[748, 851, 794, 896]"
1049,web_ff1666cb-81cb-4180-94ee-661a111749e4.png,"[1295, 509, 1065, 120]",text,forum,web,0.525,check the letters,"[1280, 60]",iyHdqEne97WhhszhShUMq3,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1295, 509, 2360, 629]"
1056,web_28c3aef4-8c82-4746-8cfa-3aa747127c97.png,"[435, 409, 164, 82]",text,forum,web,0.525,search with the current search query,"[906, 337]",FD8JerHzLqAXAbibsCqi9W,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[435, 409, 599, 491]"
1060,web_626e849e-afe2-47c7-8e67-da7331497c25.png,"[1262, 295, 67, 83]",icon,forum,web,0.525,delete the search query,"[489, 822]",FQwogaJYggwd46bWCxPw4s,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1262, 295, 1329, 378]"
1064,web_533f02b1-e687-462f-9d14-5a25f54d9464.png,"[96, 372, 297, 86]",text,forum,web,0.525,create a new page,"[2179, 459]",SmTQWyxjKDHfyGmjVBKu8q,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[96, 372, 393, 458]"
1067,web_7562f51e-fb02-4c70-a69c-bf02a6b253fa.png,"[124, 418, 51, 37]",icon,forum,web,0.525,support the first new,"[2179, 695]",EUCRVQkSAxk4nxF42fVFSR,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[124, 418, 175, 455]"
1069,web_7fa2512c-eaa9-4195-a8a3-a1ad5d359ff1.png,"[185, 831, 1476, 226]",icon,forum,web,0.525,check the details of the third new,"[2179, 405]",FKfCQhMQU6SAKfuVU6Reep,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[185, 831, 1661, 1057]"
1070,web_65dfb15c-e1f6-4260-9096-85ab73dde428.png,"[1899, 1053, 134, 83]",text,forum,web,0.525,hide this forum,"[2179, 693]",aFSkRYSzmyhoiCSTTbkYZv,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1899, 1053, 2033, 1136]"
1071,web_d9841866-2ee7-4afd-a77a-8c0e52f6691c.png,"[1969, 1259, 42, 36]",icon,forum,web,0.525,close the ad banner,"[2011, 504]",DbSasRy2uk49wHwJnV6nxz,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[1969, 1259, 2011, 1295]"
1075,web_11acd5dc-63ab-415f-823d-10cd68acef01.png,"[257, 306, 170, 109]",text,forum,web,0.525,check the weather news,"[200, 620]",WM7ZCBpn8wkWDXnf8s6x9c,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[257, 306, 427, 415]"
1085,web_20979acb-d8af-4fa2-becf-ed38f73f5fcb.png,"[511, 122, 82, 68]",icon,tool,web,0.525,search the result,"[200, 156]",YmuzkZ4GiSt4z3hjNhxUEh,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[511, 122, 593, 190]"
1086,web_20979acb-d8af-4fa2-becf-ed38f73f5fcb.png,"[2473, 127, 85, 82]",icon,tool,web,0.525,zoom in on the map,"[2510, 594]",BLDPJoMjoVLbHS5e7ukcmE,merged-llava-v1.5-vicuna-7b-16k-13m_v1,False,"[2473, 127, 2558, 209]"
